,file_name,class,size
40387,3923.txt,bus,6627
40388,3923.txt,car,2300
40389,3923.txt,car,5504
40390,3923.txt,car,10540
40391,3923.txt,per,1072
40392,3923.txt,per,1584
40393,3923.txt,car,519
40394,3923.txt,car,3230
40395,3923.txt,tru,21888
40396,3923.txt,car,1026
40397,3923.txt,car,1216
40398,3923.txt,per,690
40399,3923.txt,per,660
40400,3923.txt,per,490
40401,3924.txt,car,592
40402,3924.txt,car,480
40403,3924.txt,car,2205
40404,3924.txt,bus,4524
40405,3924.txt,bus,4788
40406,3924.txt,tru,8019
40407,3924.txt,per,864
40408,3924.txt,car,5280
40409,3924.txt,car,3264
40410,3924.txt,car,2080
40411,3924.txt,car,2166
40412,3924.txt,car,9768
40413,3924.txt,per,489
40414,3924.txt,per,720
40415,3924.txt,per,1400
40416,3924.txt,per,1547
40417,3924.txt,per,432
40418,3925.txt,mot,14007
40419,3925.txt,per,1596
40420,3925.txt,car,13114
40421,3925.txt,car,1458
40422,3925.txt,car,1980
40423,3925.txt,car,2652
40424,3925.txt,car,1870
40425,3925.txt,per,484
40426,3925.txt,tru,3770
40427,3925.txt,bus,3894
40428,3925.txt,bus,3267
40429,3925.txt,per,1152
40430,3925.txt,car,480
40431,3925.txt,per,1330
40432,3925.txt,per,320
40433,3925.txt,per,492
40434,3925.txt,per,738
40435,3926.txt,car,28112
40436,3926.txt,car,53000
40437,3926.txt,mot,9711
40438,3926.txt,car,1065
40439,3926.txt,car,1710
40440,3926.txt,car,903
40441,3926.txt,car,1700
40442,3926.txt,tru,2070
40443,3926.txt,bus,1088
40444,3926.txt,bus,2494
40445,3926.txt,per,1953
40446,3926.txt,per,351
40447,3926.txt,per,612
40448,3926.txt,per,414
40449,3927.txt,car,70956
40450,3927.txt,car,12151
40451,3927.txt,car,1128
40452,3927.txt,mot,1505
40453,3927.txt,car,38916
40454,3927.txt,car,480
40455,3927.txt,car,1715
40456,3927.txt,tru,1404
40457,3927.txt,bus,2256
40458,3927.txt,bus,1470
40459,3927.txt,per,2461
40460,3927.txt,per,1500
40461,3927.txt,per,960
40462,3927.txt,per,2615
40463,3928.txt,car,85432
40464,3928.txt,car,8591
40465,3928.txt,car,32896
40466,3928.txt,car,2120
40467,3928.txt,bus,2093
40468,3928.txt,per,2910
40469,3928.txt,per,410
40470,3928.txt,tru,990
40471,3928.txt,per,1235
40472,3928.txt,per,476
40473,3928.txt,per,1060
40474,3928.txt,per,648
40475,3929.txt,car,75254
40476,3929.txt,car,43350
40477,3929.txt,car,6390
40478,3929.txt,car,3072
40479,3929.txt,car,2700
40480,3929.txt,tru,756
40481,3929.txt,bus,1638
40482,3929.txt,per,2500
40483,3929.txt,per,2002
40484,3929.txt,per,495
40485,3929.txt,per,279
40486,3929.txt,per,517
40487,3929.txt,car,340
40488,393.txt,per,2233
40489,393.txt,car,10608
40490,393.txt,car,1360
40491,393.txt,car,810
40492,393.txt,car,315
40493,393.txt,tru,342
40494,3930.txt,car,85860
40495,3930.txt,car,41580
40496,3930.txt,car,630
40497,3930.txt,car,3400
40498,3930.txt,tru,552
40499,3930.txt,bus,1170
40500,3930.txt,per,3094
40501,3930.txt,per,1725
40502,3930.txt,per,992
40503,3930.txt,per,585
40504,3930.txt,per,507
40505,3930.txt,car,1540
40506,3930.txt,car,1840
40507,3930.txt,car,9718
40508,3930.txt,per,363
40509,3930.txt,per,315
40510,3931.txt,car,21744
40511,3931.txt,per,1162
40512,3931.txt,per,918
40513,3931.txt,per,901
40514,3931.txt,car,3743
40515,3931.txt,car,608
40516,3931.txt,car,2958
40517,3931.txt,car,7476
40518,3931.txt,car,75200
40519,3931.txt,car,782
40520,3931.txt,per,380
40521,3931.txt,car,528
40522,3932.txt,car,62517
40523,3932.txt,car,44652
40524,3932.txt,car,13398
40525,3932.txt,car,3417
40526,3932.txt,car,1189
40527,3932.txt,car,1760
40528,3932.txt,per,320
40529,3932.txt,per,630
40530,3932.txt,per,576
40531,3932.txt,per,5670
40532,3932.txt,per,9120
40533,3932.txt,mot,7629
40534,3932.txt,car,315
40535,3932.txt,per,360
40536,3933.txt,cyc,6643
40537,3933.txt,mot,3312
40538,3933.txt,per,3990
40539,3933.txt,per,1638
40540,3933.txt,per,598
40541,3933.txt,car,2728
40542,3933.txt,car,4368
40543,3933.txt,car,11792
40544,3933.txt,car,20634
40545,3933.txt,car,96720
40546,3933.txt,car,684
40547,3933.txt,car,512
40548,3934.txt,car,129270
40549,3934.txt,car,26554
40550,3934.txt,car,4160
40551,3934.txt,car,4017
40552,3934.txt,car,2279
40553,3934.txt,car,2852
40554,3934.txt,cyc,3025
40555,3934.txt,mot,1320
40556,3934.txt,per,969
40557,3934.txt,per,2048
40558,3934.txt,per,765
40559,3934.txt,per,688
40560,3935.txt,per,954
40561,3935.txt,per,816
40562,3935.txt,cyc,1320
40563,3935.txt,mot,738
40564,3935.txt,car,2583
40565,3935.txt,car,1435
40566,3935.txt,car,1505
40567,3935.txt,car,6370
40568,3935.txt,car,64872
40569,3935.txt,car,59670
40570,3935.txt,car,1620
40571,3935.txt,per,495
40572,3935.txt,per,528
40573,3935.txt,per,594
40574,3935.txt,per,900
40575,3935.txt,per,1914
40576,3935.txt,per,1350
40577,3935.txt,per,816
40578,3935.txt,per,672
40579,3936.txt,car,60588
40580,3936.txt,car,27060
40581,3936.txt,car,2277
40582,3936.txt,car,1024
40583,3936.txt,car,3082
40584,3936.txt,per,4644
40585,3936.txt,per,976
40586,3936.txt,per,1771
40587,3936.txt,per,420
40588,3936.txt,cyc,660
40589,3936.txt,mot,396
40590,3936.txt,car,504
40591,3936.txt,car,990
40592,3936.txt,per,1269
40593,3936.txt,per,817
40594,3936.txt,per,341
40595,3936.txt,per,406
40596,3937.txt,tru,100980
40597,3937.txt,per,795
40598,3937.txt,per,4216
40599,3937.txt,cyc,420
40600,3937.txt,mot,290
40601,3937.txt,car,3850
40602,3937.txt,car,840
40603,3937.txt,car,15554
40604,3937.txt,car,36685
40605,3937.txt,per,975
40606,3937.txt,per,975
40607,3937.txt,per,1136
40608,3937.txt,per,357
40609,3937.txt,per,608
40610,3938.txt,tru,114871
40611,3938.txt,per,1020
40612,3938.txt,per,2997
40613,3938.txt,cyc,415
40614,3938.txt,car,5400
40615,3938.txt,car,10591
40616,3938.txt,car,675
40617,3938.txt,car,10880
40618,3938.txt,per,1088
40619,3938.txt,per,1050
40620,3938.txt,per,1159
40621,3938.txt,per,490
40622,3938.txt,car,528
40623,3939.txt,cyc,4902
40624,3939.txt,per,8374
40625,3939.txt,tru,72863
40626,3939.txt,car,7420
40627,3939.txt,car,7738
40628,3939.txt,car,5040
40629,3939.txt,per,2300
40630,3939.txt,per,420
40631,3939.txt,per,795
40632,3939.txt,per,734
40633,3939.txt,per,685
40634,3939.txt,per,1044
40635,3939.txt,per,900
40636,394.txt,per,480
40637,394.txt,tru,2700
40638,394.txt,car,2142
40639,394.txt,car,1075
40640,394.txt,car,546
40641,394.txt,car,285
40642,394.txt,tru,194
40643,3940.txt,car,78279
40644,3940.txt,per,2112
40645,3940.txt,per,1920
40646,3940.txt,per,1628
40647,3940.txt,car,8103
40648,3940.txt,car,4560
40649,3940.txt,car,2475
40650,3940.txt,tru,41140
40651,3940.txt,per,495
40652,3940.txt,per,572
40653,3941.txt,per,6384
40654,3941.txt,per,2850
40655,3941.txt,cyc,3657
40656,3941.txt,car,17860
40657,3941.txt,car,8664
40658,3941.txt,car,2703
40659,3941.txt,car,1364
40660,3941.txt,tru,25800
40661,3941.txt,per,495
40662,3941.txt,per,644
40663,3941.txt,per,615
40664,3942.txt,car,66348
40665,3942.txt,per,4329
40666,3942.txt,per,1800
40667,3942.txt,per,689
40668,3942.txt,cyc,1647
40669,3942.txt,car,2688
40670,3942.txt,car,10126
40671,3942.txt,car,1739
40672,3942.txt,car,897
40673,3942.txt,tru,18444
40674,3942.txt,per,684
40675,3943.txt,car,70526
40676,3943.txt,cyc,1960
40677,3943.txt,per,2256
40678,3943.txt,per,1125
40679,3943.txt,car,11616
40680,3943.txt,car,924
40681,3943.txt,car,612
40682,3943.txt,tru,13984
40683,3943.txt,per,800
40684,3943.txt,per,506
40685,3944.txt,per,2800
40686,3944.txt,per,2025
40687,3944.txt,per,504
40688,3944.txt,per,492
40689,3944.txt,cyc,1715
40690,3944.txt,car,11745
40691,3944.txt,car,416
40692,3944.txt,tru,10665
40693,3944.txt,car,67155
40694,3944.txt,car,36990
40695,3944.txt,per,3627
40696,3945.txt,car,85914
40697,3945.txt,per,2352
40698,3945.txt,per,2100
40699,3945.txt,per,583
40700,3945.txt,per,1024
40701,3945.txt,per,407
40702,3945.txt,per,350
40703,3945.txt,cyc,1230
40704,3945.txt,car,8322
40705,3945.txt,car,12496
40706,3945.txt,tru,7490
40707,3946.txt,car,82636
40708,3946.txt,car,30622
40709,3946.txt,car,3596
40710,3946.txt,per,1763
40711,3946.txt,per,969
40712,3946.txt,per,1122
40713,3946.txt,per,420
40714,3946.txt,per,576
40715,3946.txt,cyc,850
40716,3946.txt,car,5795
40717,3946.txt,tru,4620
40718,3947.txt,per,3105
40719,3947.txt,car,48169
40720,3947.txt,car,8732
40721,3947.txt,car,1540
40722,3947.txt,car,4510
40723,3947.txt,tru,3337
40724,3947.txt,per,546
40725,3947.txt,per,468
40726,3947.txt,per,1098
40727,3947.txt,per,480
40728,3948.txt,car,22176
40729,3948.txt,car,3876
40730,3948.txt,car,800
40731,3948.txt,car,4536
40732,3948.txt,tru,2460
40733,3949.txt,car,4984
40734,3949.txt,car,12144
40735,3949.txt,car,2116
40736,3949.txt,car,588
40737,3949.txt,tru,1850
40738,3949.txt,per,780
40739,395.txt,per,216
40740,395.txt,car,300
40741,395.txt,car,432
40742,395.txt,tru,23998
40743,395.txt,car,840
40744,395.txt,car,561
40745,395.txt,tru,2200
40746,3950.txt,per,3225
40747,3950.txt,per,734
40748,3950.txt,car,6272
40749,3950.txt,car,432
40750,3950.txt,car,1400
40751,3950.txt,car,8176
40752,3950.txt,tru,1656
40753,3950.txt,per,1680
40754,3951.txt,car,11165
40755,3951.txt,per,1919
40756,3951.txt,per,2047
40757,3951.txt,per,533
40758,3951.txt,car,8103
40759,3951.txt,car,5704
40760,3951.txt,car,391
40761,3951.txt,car,1575
40762,3952.txt,car,43811
40763,3952.txt,car,858
40764,3952.txt,car,4551
40765,3952.txt,car,9638
40766,3952.txt,per,1827
40767,3952.txt,per,1133
40768,3953.txt,per,4060
40769,3953.txt,per,1080
40770,3953.txt,car,8249
40771,3953.txt,car,15960
40772,3953.txt,car,75218
40773,3953.txt,car,3290
40774,3953.txt,car,841
40775,3953.txt,per,587
40776,3954.txt,car,70983
40777,3954.txt,car,44289
40778,3954.txt,car,4428
40779,3954.txt,car,2560
40780,3954.txt,car,8208
40781,3954.txt,per,3119
40782,3954.txt,per,2046
40783,3954.txt,per,840
40784,3955.txt,car,15872
40785,3955.txt,per,3480
40786,3955.txt,per,1188
40787,3955.txt,car,8100
40788,3955.txt,car,1890
40789,3955.txt,car,1584
40790,3955.txt,car,20826
40791,3955.txt,car,59368
40792,3956.txt,per,20304
40793,3956.txt,per,4117
40794,3956.txt,per,1680
40795,3956.txt,per,1380
40796,3956.txt,per,705
40797,3956.txt,per,636
40798,3956.txt,car,8316
40799,3956.txt,car,1663
40800,3956.txt,car,9548
40801,3956.txt,car,28575
40802,3956.txt,car,54708
40803,3957.txt,per,14924
40804,3957.txt,car,75690
40805,3957.txt,per,944
40806,3957.txt,per,912
40807,3957.txt,per,2403
40808,3957.txt,per,1957
40809,3957.txt,per,2550
40810,3957.txt,per,504
40811,3957.txt,per,456
40812,3957.txt,car,7875
40813,3957.txt,car,1334
40814,3957.txt,car,11684
40815,3957.txt,car,25688
40816,3957.txt,per,17226
40817,3958.txt,car,23368
40818,3958.txt,per,10675
40819,3958.txt,car,782
40820,3958.txt,car,504
40821,3958.txt,car,896
40822,3958.txt,car,7326
40823,3958.txt,car,116580
40824,3958.txt,per,1280
40825,3958.txt,per,768
40826,3958.txt,per,960
40827,3959.txt,mot,55080
40828,3959.txt,per,5985
40829,3959.txt,per,5452
40830,3959.txt,car,10706
40831,3959.txt,car,53280
40832,3959.txt,per,559
40833,3959.txt,car,532
40834,3959.txt,car,5712
40835,396.txt,car,7800
40836,396.txt,tru,19089
40837,396.txt,car,406
40838,396.txt,car,570
40839,396.txt,car,360
40840,396.txt,car,160
40841,3960.txt,car,26288
40842,3960.txt,per,2821
40843,3960.txt,per,2002
40844,3960.txt,per,2880
40845,3960.txt,car,4368
40846,3960.txt,per,2280
40847,3960.txt,mot,10656
40848,3960.txt,car,15224
40849,3960.txt,car,3916
40850,3961.txt,mot,72488
40851,3961.txt,car,57291
40852,3961.txt,per,1420
40853,3961.txt,per,896
40854,3961.txt,per,1480
40855,3961.txt,car,2988
40856,3961.txt,car,6726
40857,3961.txt,mot,2624
40858,3962.txt,car,2700
40859,3962.txt,per,3951
40860,3962.txt,per,4524
40861,3962.txt,car,29000
40862,3962.txt,mot,6000
40863,3962.txt,car,2139
40864,3962.txt,per,1008
40865,3962.txt,car,4860
40866,3962.txt,mot,1100
40867,3962.txt,car,399
40868,3963.txt,car,61271
40869,3963.txt,car,19899
40870,3963.txt,per,690
40871,3963.txt,car,10472
40872,3963.txt,car,3045
40873,3963.txt,mot,561
40874,3963.txt,car,1971
40875,3963.txt,mot,1242
40876,3964.txt,mot,37442
40877,3964.txt,per,4176
40878,3964.txt,car,11550
40879,3964.txt,car,26432
40880,3964.txt,car,4984
40881,3964.txt,car,775
40882,3964.txt,car,500
40883,3964.txt,car,2117
40884,3964.txt,per,546
40885,3964.txt,mot,360
40886,3964.txt,mot,348
40887,3965.txt,car,12792
40888,3965.txt,mot,14112
40889,3965.txt,car,7820
40890,3965.txt,car,2583
40891,3965.txt,car,1600
40892,3965.txt,mot,337
40893,3965.txt,per,2200
40894,3965.txt,per,1241
40895,3965.txt,car,6943
40896,3965.txt,mot,198
40897,3966.txt,car,69235
40898,3966.txt,per,6200
40899,3966.txt,per,576
40900,3966.txt,car,4284
40901,3966.txt,car,1210
40902,3966.txt,mot,6384
40903,3966.txt,car,2911
40904,3966.txt,car,1598
40905,3966.txt,car,18810
40906,3966.txt,per,6678
40907,3967.txt,car,31751
40908,3967.txt,per,7095
40909,3967.txt,per,2833
40910,3967.txt,per,2376
40911,3967.txt,per,6600
40912,3967.txt,per,2673
40913,3967.txt,per,350
40914,3967.txt,car,14592
40915,3967.txt,car,2640
40916,3967.txt,car,2160
40917,3967.txt,mot,2967
40918,3967.txt,car,1050
40919,3968.txt,per,5207
40920,3968.txt,per,6794
40921,3968.txt,per,3008
40922,3968.txt,per,1848
40923,3968.txt,per,1850
40924,3968.txt,per,3233
40925,3968.txt,per,1975
40926,3968.txt,per,1640
40927,3968.txt,per,1247
40928,3968.txt,car,1960
40929,3968.txt,car,9272
40930,3968.txt,car,11808
40931,3968.txt,car,1530
40932,3968.txt,mot,2080
40933,3969.txt,per,1020
40934,3969.txt,per,1386
40935,3969.txt,per,2208
40936,3969.txt,per,5404
40937,3969.txt,per,1975
40938,3969.txt,per,1152
40939,3969.txt,per,1037
40940,3969.txt,per,615
40941,3969.txt,car,4559
40942,3969.txt,car,1152
40943,3969.txt,car,5673
40944,3969.txt,per,1827
40945,3969.txt,per,1501
40946,3969.txt,per,1512
40947,3969.txt,car,527
40948,3969.txt,mot,729
40949,3969.txt,car,784
40950,397.txt,car,4326
40951,397.txt,tru,9322
40952,397.txt,car,480
40953,397.txt,car,490
40954,397.txt,car,288
40955,3970.txt,tru,91780
40956,3970.txt,car,52887
40957,3970.txt,per,1650
40958,3970.txt,per,1518
40959,3970.txt,car,2890
40960,3970.txt,car,651
40961,3970.txt,per,816
40962,3970.txt,per,1836
40963,3970.txt,per,1525
40964,3970.txt,car,3960
40965,3970.txt,car,989
40966,3970.txt,per,2772
40967,3970.txt,per,495
40968,3971.txt,car,60480
40969,3971.txt,per,969
40970,3971.txt,car,1984
40971,3971.txt,car,6900
40972,3971.txt,tru,57672
40973,3971.txt,car,861
40974,3971.txt,car,912
40975,3971.txt,per,602
40976,3971.txt,per,533
40977,3972.txt,car,8730
40978,3972.txt,car,12075
40979,3972.txt,tru,21483
40980,3972.txt,per,1125
40981,3972.txt,per,816
40982,3972.txt,car,12426
40983,3972.txt,car,1507
40984,3972.txt,car,920
40985,3972.txt,car,594
40986,3972.txt,per,315
40987,3972.txt,per,280
40988,3972.txt,per,370
40989,3973.txt,car,5952
40990,3973.txt,per,19008
40991,3973.txt,per,5490
40992,3973.txt,per,912
40993,3973.txt,car,5929
40994,3973.txt,car,1200
40995,3973.txt,car,920
40996,3973.txt,car,1219
40997,3973.txt,tru,10432
40998,3973.txt,car,10703
40999,3973.txt,car,7100
41000,3974.txt,car,3081
41001,3974.txt,car,7656
41002,3974.txt,per,4031
41003,3974.txt,mot,2640
41004,3974.txt,car,3625
41005,3974.txt,per,1800
41006,3974.txt,car,748
41007,3974.txt,tru,5952
41008,3974.txt,car,2838
41009,3974.txt,car,11310
41010,3974.txt,car,8832
41011,3975.txt,tru,39476
41012,3975.txt,mot,17018
41013,3975.txt,car,18644
41014,3975.txt,car,4816
41015,3975.txt,car,6480
41016,3975.txt,per,804
41017,3975.txt,car,999
41018,3975.txt,car,4386
41019,3975.txt,car,1748
41020,3975.txt,tru,3290
41021,3975.txt,car,2670
41022,3976.txt,per,2136
41023,3976.txt,per,831
41024,3976.txt,mot,3720
41025,3976.txt,car,1944
41026,3976.txt,tru,1971
41027,3976.txt,car,2542
41028,3976.txt,car,4620
41029,3976.txt,tru,22052
41030,3976.txt,car,16498
41031,3976.txt,tru,7584
41032,3976.txt,car,4312
41033,3976.txt,car,1116
41034,3977.txt,per,10608
41035,3977.txt,mot,1375
41036,3977.txt,car,1429
41037,3977.txt,car,1689
41038,3977.txt,car,11125
41039,3977.txt,car,7035
41040,3977.txt,tru,7979
41041,3977.txt,per,368
41042,3977.txt,per,528
41043,3978.txt,per,3051
41044,3978.txt,per,1550
41045,3978.txt,mot,1351
41046,3978.txt,car,1039
41047,3978.txt,car,1155
41048,3978.txt,car,1980
41049,3978.txt,car,4835
41050,3978.txt,tru,4176
41051,3978.txt,tru,2448
41052,3979.txt,per,1580
41053,3979.txt,per,1584
41054,3979.txt,mot,1126
41055,3979.txt,car,480
41056,3979.txt,tru,2052
41057,3979.txt,car,992
41058,398.txt,car,2130
41059,398.txt,tru,5146
41060,398.txt,car,384
41061,398.txt,car,525
41062,3980.txt,per,782
41063,3980.txt,per,795
41064,3980.txt,car,425
41065,3980.txt,mot,1224
41066,3981.txt,per,14355
41067,3981.txt,per,602
41068,3981.txt,car,1357
41069,3981.txt,mot,1275
41070,3982.txt,per,3432
41071,3982.txt,per,3752
41072,3982.txt,per,494
41073,3982.txt,tru,272
41074,3982.txt,mot,1711
41075,3983.txt,per,1950
41076,3983.txt,per,408
41077,3983.txt,mot,3003
41078,3983.txt,per,2185
41079,3983.txt,per,1185
41080,3984.txt,per,1476
41081,3984.txt,per,1794
41082,3984.txt,mot,6612
41083,3985.txt,per,1044
41084,3985.txt,per,690
41085,3985.txt,per,1275
41086,3985.txt,mot,28358
41087,3985.txt,tru,552
41088,3986.txt,mot,199205
41089,3986.txt,per,980
41090,3986.txt,per,3648
41091,3986.txt,per,360
41092,3986.txt,tru,702
41093,3986.txt,per,315
41094,3986.txt,per,473
41095,3987.txt,car,117882
41096,3987.txt,per,868
41097,3987.txt,tru,840
41098,3988.txt,per,2618
41099,3988.txt,per,638
41100,3988.txt,tru,1088
41101,3988.txt,car,6262
41102,3989.txt,per,992
41103,3989.txt,per,528
41104,3989.txt,car,1200
41105,3989.txt,tru,1368
41106,399.txt,car,1100
41107,399.txt,tru,2852
41108,399.txt,car,504
41109,399.txt,car,264
41110,399.txt,per,624
41111,3990.txt,car,46080
41112,3990.txt,per,832
41113,3990.txt,car,456
41114,3990.txt,tru,1677
41115,3991.txt,car,4055
41116,3991.txt,car,20246
41117,3991.txt,tru,2651
41118,3992.txt,car,3901
41119,3992.txt,car,4453
41120,3992.txt,tru,4891
41121,3992.txt,car,459
41122,3993.txt,car,2701
41123,3993.txt,car,1599
41124,3993.txt,car,1221
41125,3993.txt,tru,10560
41126,3994.txt,per,1292
41127,3994.txt,car,1457
41128,3994.txt,car,812
41129,3994.txt,car,2091
41130,3994.txt,tru,24780
41131,3995.txt,car,3847
41132,3995.txt,tru,39650
41133,3995.txt,per,1054
41134,3995.txt,car,1215
41135,3995.txt,car,575
41136,3995.txt,car,480
41137,3996.txt,car,4984
41138,3996.txt,tru,25228
41139,3996.txt,car,609
41140,3997.txt,tru,95121
41141,3997.txt,car,4860
41142,3997.txt,car,836
41143,3997.txt,tru,11400
41144,3997.txt,per,1643
41145,3998.txt,per,14328
41146,3998.txt,tru,5147
41147,3998.txt,car,700
41148,3998.txt,car,1404
41149,3998.txt,tru,48360
41150,3999.txt,car,1450
41151,3999.txt,car,4500
41152,3999.txt,car,280
41153,3999.txt,tru,12045
41154,3999.txt,per,2212
41155,3999.txt,per,4522
41156,3999.txt,tru,2574
41157,4.txt,car,3392
41158,4.txt,tru,18645
41159,4.txt,tru,6873
41160,40.txt,tru,3776
41161,400.txt,car,108150
41162,400.txt,car,703
41163,400.txt,tru,1786
41164,400.txt,car,228
41165,4000.txt,per,2465
41166,4000.txt,car,1449
41167,4000.txt,car,3760
41168,4000.txt,tru,5198
41169,4001.txt,tru,50908
41170,4001.txt,tru,2325
41171,4001.txt,per,903
41172,4001.txt,per,1102
41173,4001.txt,car,285
41174,4001.txt,car,2940
41175,4001.txt,car,1281
41176,4002.txt,car,44988
41177,4002.txt,car,972
41178,4002.txt,car,2250
41179,4002.txt,per,442
41180,4002.txt,per,440
41181,4002.txt,tru,35854
41182,4003.txt,car,5330
41183,4003.txt,car,6952
41184,4003.txt,car,64856
41185,4003.txt,car,7085
41186,4003.txt,car,1689
41187,4003.txt,tru,21024
41188,4003.txt,per,374
41189,4003.txt,car,345
41190,4003.txt,per,168
41191,4004.txt,car,15394
41192,4004.txt,car,2337
41193,4004.txt,car,1311
41194,4004.txt,per,203
41195,4004.txt,tru,4048
41196,4004.txt,per,140
41197,4004.txt,car,805
41198,4005.txt,car,68796
41199,4005.txt,car,532
41200,4005.txt,car,980
41201,4005.txt,car,3740
41202,4005.txt,tru,5082
41203,4005.txt,car,783
41204,4005.txt,per,2420
41205,4006.txt,per,11350
41206,4006.txt,car,96036
41207,4006.txt,car,10440
41208,4006.txt,car,1643
41209,4006.txt,car,760
41210,4006.txt,tru,2142
41211,4007.txt,per,1088
41212,4007.txt,per,1400
41213,4007.txt,per,4440
41214,4007.txt,per,10696
41215,4007.txt,car,525
41216,4007.txt,car,840
41217,4007.txt,car,3124
41218,4007.txt,car,19074
41219,4007.txt,tru,897
41220,4008.txt,car,78778
41221,4008.txt,per,546
41222,4008.txt,per,3384
41223,4008.txt,per,1216
41224,4008.txt,per,2890
41225,4008.txt,car,495
41226,4008.txt,car,504
41227,4008.txt,car,1152
41228,4008.txt,car,5192
41229,4008.txt,per,6560
41230,4008.txt,tru,828
41231,4008.txt,per,220
41232,4009.txt,per,1039
41233,4009.txt,car,14661
41234,4009.txt,car,1924
41235,4009.txt,car,504
41236,4009.txt,car,448
41237,4009.txt,per,800
41238,4009.txt,car,227052
41239,4009.txt,car,255
41240,4009.txt,per,552
41241,4009.txt,per,702
41242,401.txt,car,71796
41243,401.txt,car,14432
41244,401.txt,car,405
41245,4010.txt,per,2436
41246,4010.txt,car,48620
41247,4010.txt,car,35721
41248,4010.txt,per,408
41249,4010.txt,car,3696
41250,4010.txt,car,875
41251,4010.txt,car,324
41252,4010.txt,per,248
41253,4010.txt,car,209
41254,4010.txt,car,168
41255,4011.txt,per,3876
41256,4011.txt,per,1876
41257,4011.txt,per,660
41258,4011.txt,car,6344
41259,4011.txt,car,1479
41260,4011.txt,car,540
41261,4011.txt,car,9153
41262,4011.txt,car,135
41263,4012.txt,per,2178
41264,4012.txt,per,1820
41265,4012.txt,per,1100
41266,4012.txt,car,2501
41267,4012.txt,car,682
41268,4012.txt,car,3740
41269,4012.txt,car,357
41270,4012.txt,per,216
41271,4013.txt,per,688
41272,4013.txt,per,783
41273,4013.txt,per,783
41274,4013.txt,car,2288
41275,4013.txt,car,513
41276,4013.txt,car,1457
41277,4013.txt,car,220
41278,4014.txt,per,705
41279,4014.txt,per,456
41280,4014.txt,per,456
41281,4014.txt,car,1080
41282,4014.txt,car,374
41283,4014.txt,car,1748
41284,4015.txt,per,506
41285,4015.txt,per,288
41286,4015.txt,per,408
41287,4015.txt,car,816
41288,4015.txt,car,315
41289,4015.txt,car,323
41290,4015.txt,car,1320
41291,4016.txt,per,10065
41292,4016.txt,per,495
41293,4016.txt,per,252
41294,4016.txt,per,290
41295,4016.txt,car,630
41296,4016.txt,car,420
41297,4016.txt,car,1221
41298,4017.txt,per,4680
41299,4017.txt,per,517
41300,4017.txt,car,567
41301,4017.txt,car,650
41302,4017.txt,car,1085
41303,4018.txt,per,2184
41304,4018.txt,per,705
41305,4018.txt,car,520
41306,4018.txt,car,928
41307,4018.txt,car,957
41308,4019.txt,per,1444
41309,4019.txt,per,950
41310,4019.txt,car,432
41311,4019.txt,car,1480
41312,4019.txt,car,957
41313,402.txt,car,86332
41314,402.txt,car,3968
41315,402.txt,car,252
41316,4020.txt,per,1026
41317,4020.txt,per,1040
41318,4020.txt,car,2650
41319,4020.txt,car,990
41320,4020.txt,car,342
41321,4021.txt,per,944
41322,4021.txt,per,1276
41323,4021.txt,car,5760
41324,4021.txt,car,812
41325,4022.txt,per,1240
41326,4022.txt,per,779
41327,4022.txt,car,11286
41328,4022.txt,car,754
41329,4023.txt,per,1110
41330,4023.txt,per,636
41331,4023.txt,car,616
41332,4023.txt,car,17812
41333,4024.txt,per,2958
41334,4024.txt,per,552
41335,4024.txt,car,486
41336,4024.txt,car,20829
41337,4025.txt,per,2349
41338,4025.txt,per,752
41339,4025.txt,per,492
41340,4025.txt,car,337
41341,4025.txt,car,24566
41342,4026.txt,per,1260
41343,4026.txt,per,533
41344,4026.txt,per,560
41345,4026.txt,car,29070
41346,4027.txt,per,1273
41347,4027.txt,car,14042
41348,4027.txt,car,25056
41349,4027.txt,per,756
41350,4027.txt,per,380
41351,4027.txt,per,342
41352,4028.txt,per,1659
41353,4028.txt,car,13984
41354,4028.txt,car,22632
41355,4029.txt,per,1122
41356,4029.txt,car,1620
41357,4029.txt,car,25085
41358,4029.txt,per,288
41359,403.txt,car,20628
41360,403.txt,car,1944
41361,4030.txt,per,7504
41362,4030.txt,per,831
41363,4030.txt,per,385
41364,4030.txt,car,29987
41365,4031.txt,car,21400
41366,4031.txt,car,29484
41367,4031.txt,per,2407
41368,4031.txt,per,720
41369,4032.txt,mot,54692
41370,4032.txt,per,456
41371,4032.txt,car,3698
41372,4032.txt,car,19200
41373,4032.txt,per,714
41374,4033.txt,mot,13224
41375,4033.txt,per,279
41376,4033.txt,car,19050
41377,4034.txt,car,7085
41378,4034.txt,car,26492
41379,4034.txt,mot,3604
41380,4035.txt,car,4997
41381,4035.txt,car,34569
41382,4035.txt,mot,1457
41383,4036.txt,car,2835
41384,4036.txt,car,33128
41385,4036.txt,per,2775
41386,4036.txt,per,2134
41387,4036.txt,mot,408
41388,4037.txt,per,1184
41389,4037.txt,per,1909
41390,4037.txt,car,8051
41391,4037.txt,car,2257
41392,4037.txt,car,1786
41393,4037.txt,car,1450
41394,4037.txt,car,24708
41395,4037.txt,mot,351
41396,4037.txt,per,1520
41397,4038.txt,per,538
41398,4038.txt,per,1080
41399,4038.txt,per,1188
41400,4038.txt,per,2650
41401,4038.txt,car,1677
